idx,dataset_index,miou_no_bg,adj_f1,compact_gt,compact_pred,num_inst_gt,num_inst_pred,boundary_violation_rate,expected_room_count,gt_room_count_combined,target_count_matches_gt,predicted_room_count,room_count_error
0,1344,0.4122584409306525,0.4,0.5901203466176943,0.6619397659779641,5,16,6.938902959442112e-05,3,3,1,2,1
1,1632,0.45491531369637667,0.0,0.7591666012365347,0.6164013727837191,9,9,0.00011972104995360809,9,9,1,5,4
2,791,0.2930803409884045,0.0,0.7171112740377283,0.682913231479685,10,28,0.0,8,8,1,4,4
3,2703,0.4406330381173133,0.0,0.7652248427064325,0.7339474255878906,7,14,0.0,6,6,1,4,2
4,96,0.6067077845169638,0.6666666666666666,0.7340459651951795,0.6593656781122066,10,24,0.0,8,8,1,4,4
5,913,0.2597361664942892,0.3636363636363636,0.8247186889395197,0.7345352297515055,16,17,0.0038881411694332286,14,14,1,6,8
6,932,0.4250407848183841,0.0,0.5958380661497488,0.6310052108123274,8,10,0.0011335458731845554,8,8,1,4,4
7,1250,0.482990020030977,0.3333333333333333,0.7266497536869435,0.6248207628044403,9,13,0.0,6,6,1,3,3
8,1432,0.291572387912563,0.2222222222222222,0.7103098496045486,0.68596348287059,4,14,0.0023617153511497823,3,3,1,3,0
9,1885,0.62292205133844,0.1818181818181818,0.6944290460978301,0.6481108545609151,11,16,0.0,9,9,1,3,6
10,817,0.1922845738031399,0.0,0.7065202762635727,0.714807814301003,6,6,0.00019958088015168147,5,5,1,4,1
11,911,0.3078847053390367,0.4,0.7736930681264046,0.5681533584254038,7,18,0.0,6,6,1,3,3
12,1927,0.41142468692858264,0.4444444444444445,0.5333184192107417,0.6445077973140145,7,12,0.0028044687600570087,4,4,1,3,1
13,158,0.17922971251551356,0.0,0.8184087273732702,0.645266627988695,9,6,0.007921617677715239,8,8,1,1,7
14,1566,0.5202902455075219,0.0,0.7036598507353241,0.49786195897807795,4,11,0.0,4,4,1,3,1
15,442,0.5417414034745783,0.0,0.7591222985688244,0.6527268567309658,5,17,0.0,4,4,1,4,0
16,3731,0.11407429479539133,0.0,0.8579546383267873,0.7441617585397792,5,9,0.0,5,5,1,3,2
17,652,0.36595192621889483,0.25,0.7314547011011661,0.4723691186171176,5,13,0.0,4,4,1,2,2
18,3570,0.2658209425349652,0.0,0.7932939242004262,0.767331732383458,9,13,0.0010544550726820819,9,9,1,3,6
19,1016,0.3348339126481914,0.25,0.6819993147049709,0.7189025351074249,12,13,0.0014480761274306992,10,10,1,5,5
20,3010,0.410194512291933,0.2222222222222222,0.7768676849944292,0.6575249135860552,20,13,0.001876759461995621,17,17,1,3,14
21,3340,0.5486020048870015,0.6250000000000001,0.7636136817392133,0.588020767460452,14,16,2.8994751949897067e-05,11,11,1,3,8
22,1686,0.2711197059521545,0.0,0.7980654969765254,0.7348612973108762,7,12,0.00012517211165352359,7,7,1,6,1
23,3204,0.664876168736659,0.7272727272727273,0.7262853602178316,0.6774968591527318,10,9,0.0,7,7,1,2,5
24,1360,0.2919299889272986,0.2,0.7227735088219396,0.5021292630617697,8,12,0.000754056092043492,5,5,1,1,4
25,3752,0.259061967124818,0.0,0.7565708511204827,0.5804100677122951,4,17,0.0,4,4,1,1,3
26,734,0.2108945162116874,0.1818181818181818,0.5734341788346611,0.5981619710967521,6,12,0.0002955519432540269,6,6,1,4,2
27,101,0.1409980796837337,0.0,0.7492463090704894,0.6123952591686799,3,14,0.0,3,3,1,3,0
28,1688,0.4273545968520924,0.3333333333333333,0.7241112689776317,0.6728516458828907,7,7,0.00012588116817724068,6,6,1,1,5
29,725,0.4314535144586776,0.3333333333333333,0.7461948818472008,0.5664286000582623,7,13,0.0,4,4,1,4,0
30,665,0.499500147740051,0.3636363636363636,0.7511056083681825,0.5264367603932456,13,16,0.0014562155198969448,11,11,1,3,8
31,969,0.23145308181662916,0.0,0.678703552308301,0.6960213400067001,6,6,0.0015164439389631316,6,6,1,2,4
32,633,0.28975584620006106,0.2857142857142857,0.7987215785822849,0.6471601089482426,10,12,0.0002021835826930853,7,7,1,3,4
33,3069,0.25963615299108406,0.0,0.7739107122708397,0.7141403213172095,5,8,0.0005592841163310962,3,3,1,4,1
34,2542,0.4322401852928169,0.0,0.6695331898539255,0.6884828116151678,5,13,0.0,5,5,1,3,2
35,3407,0.28931049688954963,0.0,0.7185998116756721,0.5111170693597006,5,12,0.0,4,4,1,4,0
36,2293,0.43633558911359704,0.0,0.7528598146157635,0.5050987880561914,4,11,0.0,4,4,1,4,0
37,3195,0.3518703683538094,0.4,0.7237586106698821,0.6028169875241299,4,12,0.0,3,3,1,2,1
38,1448,0.34673342152312137,0.14285714285714288,0.7136470564933666,0.6291783241387966,16,22,2.76380520700901e-05,13,13,1,4,9
39,421,0.534359915757404,0.3076923076923077,0.6706166676421457,0.6173439829013809,10,17,0.0034809514600657515,8,8,1,5,3
40,2731,0.5671584500768976,0.4444444444444445,0.7815134949469389,0.6158001162856703,5,19,0.0,3,3,1,3,0
41,1022,0.675834814632653,0.0,0.8007729495667639,0.7782230294480831,5,12,0.0,5,5,1,4,1
42,2793,0.2705472675946471,0.33333333333333337,0.7343846876338003,0.6861136720438094,11,19,0.00013378821325841193,9,9,1,2,7
43,860,0.4061163901699227,0.0,0.7146665607215484,0.5017305708558707,4,9,0.0,3,3,1,3,0
44,1465,0.45082484526632,0.33333333333333337,0.7024358338572361,0.6192501996798423,6,8,0.000383914003263269,5,5,1,4,1
45,163,0.3639367569591568,0.19999999999999998,0.7512277355045529,0.6401359308073252,13,16,0.0029555326675921364,12,12,1,4,8
46,1493,0.3141156835159208,0.0,0.7371633347730111,0.6375842608347961,5,7,0.0,4,4,1,3,1
47,1262,0.23433948584054318,0.22222222222222224,0.6952891382504462,0.6728347376503345,11,21,0.0,11,11,1,7,4
48,171,0.42352207082685994,0.25,0.705721280167366,0.5364148577421227,5,7,0.0,4,4,1,1,3
49,522,0.23055623744052697,0.0,0.6637740488055341,0.6104823692874771,3,7,0.0,3,3,1,1,2
50,1760,0.6130007816788459,0.25,0.6969441264702014,0.5764375873545772,10,10,0.0,8,8,1,2,6
51,606,0.48776701206384226,0.6666666666666666,0.7426834198363609,0.6338128563878623,5,7,0.0,4,4,1,4,0
52,2263,0.4781811227430923,0.0,0.7318429373661993,0.7329993915022166,4,8,0.0,4,4,1,3,1
53,2385,0.34965019062880476,0.0,0.6327448189565075,0.656929453947098,7,17,0.00017152658662092623,7,7,1,4,3
54,1512,0.3190277470937696,0.0,0.7252250947323154,0.6819830853723469,7,18,0.0,7,7,1,6,1
55,147,0.27789243659664775,0.0,0.6777064557876827,0.67710327789643,4,6,0.016088060965283656,4,4,1,3,1
56,2234,0.4804836353564821,0.0,0.7628541713860865,0.6343308555899089,6,6,0.003931055337163592,5,5,1,4,1
57,610,0.3256783400272469,0.1818181818181818,0.7850834633219702,0.6900122869958787,10,20,0.0005298614790704716,8,8,1,6,2
58,2830,0.3491088114180118,0.0,0.6615732673532836,0.7365652402626603,6,15,0.0018264840182648401,6,6,1,4,2
59,3420,0.5678290597976412,0.0,0.7900608969250486,0.6819218508830355,4,3,0.00018882175226586103,4,4,1,2,2
60,3533,0.6558030565173202,0.2222222222222222,0.7305693080893267,0.6826933371408523,10,17,0.0,9,9,1,5,4
61,39,0.24546910848044126,0.4444444444444444,0.7024672672923606,0.634703724597282,8,10,0.0012453300124533001,6,6,1,5,1
62,2297,0.45895441755635963,0.3636363636363636,0.6463532767564285,0.6115134244974767,7,17,0.0,5,5,1,4,1
63,1751,0.1610188717626637,0.2222222222222222,0.7126878653315644,0.6213458249993664,7,15,0.0019628289271913144,7,7,1,2,5
64,2890,0.2708757421092103,0.0,0.6183390210939519,0.5826266503659788,8,20,0.00018414934511889143,8,8,1,1,7
65,2259,0.49183845665512443,0.0,0.7049067292776777,0.5193330094972872,5,11,0.0,5,5,1,3,2
66,1809,0.54313823945706,0.18181818181818182,0.6725402180224196,0.6225095187699543,10,21,0.0,9,9,1,3,6
67,3036,0.40440178606849886,0.4,0.7722391098074207,0.5261037177576517,13,15,0.0007234145165179648,11,11,1,4,7
68,3542,0.5877458330117735,0.30769230769230765,0.7605741014255336,0.6491373896721622,11,24,0.0,8,8,1,3,5
69,1072,0.5697304248606727,0.3636363636363636,0.7118582915370912,0.65909290692188,11,12,5.5506216696269984e-05,9,9,1,2,7
70,2609,0.28795734344675067,0.33333333333333337,0.7752435463889858,0.6385397965909637,4,16,0.0011635467643133363,3,3,1,2,1
71,535,0.609270474594099,0.0,0.778450537499282,0.6910225427575615,5,6,0.0,5,5,1,3,2
72,3158,0.3616523932461803,0.2,0.6871170798256705,0.6310205927108856,14,25,0.00015340717331942442,11,11,1,2,9
73,1366,0.40700961711045247,0.0,0.7802114744960889,0.6759631693620655,8,22,0.0,8,8,1,8,0
74,14,0.4034290335159746,0.14285714285714288,0.7733060845929507,0.6367266059145431,11,24,0.0,7,7,1,2,5
75,180,0.6055806322014056,0.0,0.739588073351527,0.6651562178307231,8,15,9.762129445836452e-05,8,8,1,5,3
76,1133,0.43929491905736334,0.0,0.6510796900108358,0.6860948777611328,4,4,0.0,4,4,1,3,1
77,3446,0.3720969556104312,0.0,0.7313044673405317,0.6924646527383289,7,12,0.003185075645546582,7,7,1,5,2
78,2598,0.39690148740848363,0.25,0.6940112101924669,0.6120714899256418,10,13,0.0,8,8,1,6,2
79,378,0.12685222881286212,0.0,0.7461746127118255,0.6958333362055091,3,18,0.0,3,3,1,3,0
80,208,0.2601093996110627,0.4444444444444445,0.6928788220609462,0.7420456011072611,7,17,0.0004807692307692308,7,7,1,5,2
81,1028,0.25816156266655854,0.0,0.6844387910194979,0.7292972364036108,8,11,0.0,7,7,1,5,2
82,3535,0.19477753524453578,0.0,0.22802720704967153,0.7934064377791137,3,7,0.010166734444896299,3,3,1,1,2
83,2070,0.47395363751916675,0.0,0.7219079111355073,0.6577487559064505,10,13,0.0018219986533053432,8,8,1,5,3
