idx,dataset_index,miou_no_bg,adj_f1,compact_gt,compact_pred,num_inst_gt,num_inst_pred,boundary_violation_rate,expected_room_count,gt_room_count_combined,target_count_matches_gt,predicted_room_count,room_count_error
98,472,0.3258893141156293,0.0,0.7488133800240021,0.6327563382400002,6,22,0.0,6,6,1,4,2
99,3702,0.3742585364656018,0.28571428571428575,0.7292200600847822,0.5749639437011599,6,8,0.0,4,4,1,4,0
100,550,0.23738153284108707,0.33333333333333337,0.7481196672934892,0.7642652733459435,7,11,0.0,6,6,1,4,2
101,424,0.10321774885594989,0.0,0.3964977537921089,0.6120996990860336,6,10,0.0,5,5,1,1,4
102,2717,0.43560416531368346,0.19999999999999998,0.680796459501297,0.5695598782619211,9,29,0.0,8,8,1,5,3
103,1226,0.3525490792382876,0.26666666666666666,0.7121906924939837,0.7073049867586015,7,14,0.0,4,4,1,2,2
104,2271,0.4086029860891669,0.0,0.6806468509239976,0.6547760191669274,7,13,0.0,6,6,1,4,2
105,2735,0.40036297966493795,0.19999999999999998,0.7151687881598249,0.6550129729397715,14,25,0.0,14,14,1,5,9
106,32,0.2704471931407701,0.25,0.6446439729875332,0.6496074665972358,14,18,0.00011339797017633384,12,12,1,9,3
107,2166,0.4254510200725199,0.5,0.7029699528568253,0.6528140380122689,9,31,0.0,6,6,1,7,1
108,2678,0.5618954473233471,0.3076923076923077,0.7522665265663506,0.7044526265543586,16,17,0.0,12,12,1,7,5
109,2505,0.14387181493081586,0.4444444444444445,0.6944039505125914,0.5931748672581552,10,4,0.005326494377589268,5,5,1,2,3
110,1239,0.335083546920974,0.2857142857142857,0.7459764738421383,0.6875631247983816,5,10,0.0,4,4,1,2,2
111,2881,0.3857137654558391,0.4,0.7385486912739474,0.5980033506439276,8,13,0.0026328780648346224,5,5,1,4,1
112,2225,0.3082395240074224,0.30769230769230765,0.6478609855997547,0.6607814256347478,16,35,0.0,13,13,1,5,8
113,3493,0.18364835309736843,0.0,0.7695575481774523,0.826640224921727,5,7,0.0,5,5,1,4,1
114,646,0.30898080785787935,0.5454545454545454,0.7303163668759793,0.6579135747562853,10,24,0.0,8,8,1,4,4
115,1167,0.20386138328138909,0.0,0.6866587725613148,0.652216038905584,6,19,0.0,4,4,1,2,2
116,1513,0.3390526934876111,0.0,0.7477200505684802,0.5597463255851586,3,10,0.0,3,3,1,2,1
117,1000,0.3003133639127647,0.6,0.7126642165786528,0.680545101286718,5,17,0.0,3,3,1,1,2
118,281,0.2264514266615713,0.4444444444444444,0.6868502817958871,0.6464627129786847,6,7,0.0,3,3,1,2,1
119,1429,0.4441857713887253,0.25,0.47146203438013917,0.620105440032399,7,11,0.0,6,6,1,3,3
120,542,0.33775750669959353,0.0,0.7809669795224778,0.6633695962649646,7,7,0.0022811019477101246,7,7,1,3,4
121,3691,0.2650959880103571,0.4,0.5814110338447529,0.6544579785437182,6,14,0.00011564704521799469,4,4,1,3,1
122,2072,0.222013444256459,0.0,0.6432778463347107,0.7242806326863939,3,8,0.0,3,3,1,1,2
123,873,0.24195800871622364,0.0,0.6856993697524773,0.6947017777761402,7,11,0.0,7,7,1,5,2
124,2202,0.6832800010366704,0.3333333333333333,0.7439528531635295,0.7283405810325096,13,17,0.0,11,11,1,9,2
125,300,0.6942320150556511,0.2,0.7473130224459458,0.6414891551488382,7,9,0.0,4,4,1,4,0
126,409,0.3198644143758053,0.4,0.6582031052583375,0.5414969083677288,13,26,0.0,11,11,1,4,7
127,2306,0.34755500321831334,0.0,0.7619339441749007,0.667560178468308,4,7,0.0,4,4,1,3,1
128,2544,0.2786528632587237,0.28571428571428575,0.7693234948022066,0.4515408353860708,6,6,0.0,3,3,1,1,2
129,1877,0.19078926362211768,0.0,0.7604475224077061,0.6741278929015775,3,11,0.0,3,3,1,2,1
130,38,0.5450477694011682,0.888888888888889,0.7777916434643595,0.5624230423351448,7,8,0.0,5,5,1,2,3
131,297,0.4566519863286685,0.3076923076923077,0.7624008079147002,0.707307663944349,8,21,0.0,6,6,1,4,2
132,3079,0.3376076890161154,0.0,0.7138635387612778,0.6353678966492932,5,15,0.0,5,5,1,2,3
133,3343,0.4018117808911074,0.0,0.6784152047163815,0.4760028822661614,5,7,0.0,5,5,1,3,2
134,1872,0.2702496309737685,0.0,0.49651359170823445,0.7074125499063574,5,8,0.0,5,5,1,4,1
135,1228,0.6074095375512708,0.2857142857142857,0.7738668713584603,0.6580779392173525,7,28,0.0,7,7,1,6,1
136,2643,0.4579611841944539,0.33333333333333337,0.7083284724754645,0.6979315800988969,6,9,0.0,5,5,1,2,3
137,3496,0.5975994677771403,0.42857142857142855,0.7088494375580032,0.7199364503105262,10,26,5.768176967669368e-05,7,7,1,4,3
138,536,0.2700095785290388,0.4000000000000001,0.7176104610100648,0.689607582955169,7,11,0.0,4,4,1,1,3
139,1621,0.5979462232152243,0.4,0.7191177996216607,0.5783556921627084,9,16,0.0,7,7,1,3,4
140,1087,0.39072002479485385,0.0,0.7066406099647637,0.6103451163276431,4,12,0.00010256936253141187,4,4,1,3,1
141,977,0.39416064929178346,0.0,0.6260671207005729,0.5916862591377536,3,9,0.0,3,3,1,2,1
142,1286,0.2890265291839252,0.0,0.7876706756714343,0.6660607145585405,14,25,0.0006683151774376796,13,13,1,5,8
143,2933,0.22361312216763884,0.2,0.7837843433760247,0.5514337803386858,8,10,0.0,5,5,1,2,3
144,2743,0.07318780764010503,0.25,0.6173749329819611,0.7192087641281217,5,8,0.0017567831348819052,5,5,1,3,2
145,836,0.32230787462030713,0.0,0.6107902247690058,0.5785108076666924,8,17,0.0,6,6,1,4,2
146,1068,0.7026385365345168,0.8,0.7720703379914086,0.5895251408521357,6,6,0.0,4,4,1,3,1
147,1295,0.5121943241531604,0.3333333333333333,0.6060122940566328,0.5965890855984975,9,5,0.0019584376020019586,6,6,1,3,3
148,2141,0.40363211826072004,0.0,0.7366023591919354,0.6946848177661576,7,16,0.0,6,6,1,6,0
149,2315,0.32668536466790693,0.0,0.6223851472263525,0.6812878836645436,6,15,0.0,6,6,1,5,1
150,3605,0.21103359421537982,0.22222222222222224,0.7555771770824427,0.5115271933123761,7,8,0.0013499180406903867,4,4,1,2,2
151,2692,0.5722779247264647,0.0,0.7470608236094718,0.6410361585917604,5,7,0.0,5,5,1,4,1
152,1717,0.2616131354361738,0.0,0.7038899200869424,0.6228874760136873,3,4,0.0,3,3,1,3,0
153,335,0.5205100091133159,0.0,0.8084992396376516,0.7036731429421703,10,10,3.005981903988938e-05,7,7,1,3,4
154,2536,0.47732573430127906,0.18181818181818182,0.7751044363354295,0.6817226864329345,15,22,0.0,14,14,1,6,8
155,162,0.36408330045401055,0.6,0.711589341579608,0.6088984450196665,5,11,0.0,3,3,1,3,0
156,2435,0.8634523935493673,0.0,0.7411555296336182,0.7228277127312218,5,5,0.0001368644357763635,5,5,1,4,1
157,2371,0.39320488093965666,0.5,0.7165419596523487,0.6839197901468753,6,15,0.0,4,4,1,3,1
158,1008,0.24757677291414945,0.25,0.7226010381982207,0.6019193946307104,4,15,0.0,3,3,1,2,1
159,2333,0.49625455695900644,0.18181818181818182,0.6880797408523416,0.5736297335071796,14,22,0.0,13,13,1,6,7
160,491,0.14466914261496053,0.0,0.7338359924961578,0.6791776249566298,6,9,0.0,6,6,1,4,2
161,1653,0.4386541516166128,0.16666666666666666,0.6996650130099704,0.6065865846093292,8,17,0.0002652168147460549,5,5,1,2,3
162,963,0.27077211875213175,0.30769230769230765,0.7100502501001935,0.5867082240242594,15,25,0.0038056206088992973,13,13,1,2,11
163,2765,0.6260533742308957,0.0,0.764974585517138,0.6285690759739256,9,12,0.0,7,7,1,6,1
164,278,0.2145029645288376,0.0,0.7119176145185871,0.6557386671799873,3,11,0.0034573074908328966,3,3,1,2,1
165,2437,0.424832519097792,0.33333333333333337,0.7790833543811573,0.6496385852061456,6,12,0.0,5,5,1,3,2
166,280,0.20479333893427693,0.0,0.7029085469167168,0.6259238066689229,12,19,0.0006388755789809935,10,10,1,6,4
167,761,0.27266279149405404,0.0,0.7583152491709205,0.6469688564160228,6,16,0.0,6,6,1,4,2
168,328,0.45778358660123314,0.0,0.7531143447233514,0.61078355041206,12,21,0.001360595638535092,11,11,1,6,5
169,2080,0.1559376483287842,0.28571428571428575,0.6677379100958922,0.5445804653879562,13,14,0.0,11,11,1,4,7
170,232,0.43936731254867967,0.2857142857142857,0.7285919500179888,0.6065938199641715,6,15,0.0,5,5,1,4,1
171,644,0.466725727625896,0.0,0.7269221923711968,0.6871823135037209,10,20,0.0017798872738059924,10,10,1,6,4
172,2175,0.216978921839932,0.2857142857142857,0.6199648279759256,0.6601649918041403,4,14,0.0,3,3,1,2,1
173,2059,0.2652818557245682,0.5714285714285715,0.6182911273227534,0.6094321763799523,8,6,9.862905611993293e-05,5,5,1,2,3
174,1952,0.7554464327131116,0.5714285714285715,0.7120333037912623,0.589856864774552,6,7,0.005574136008918618,4,4,1,2,2
175,2392,0.13394244775410388,0.0,0.5776354815677952,0.7038637576543805,3,11,0.00020883366398663465,3,3,1,1,2
176,205,0.10209591534879835,0.5,0.7242421396926876,0.7019758003919954,6,8,0.0,5,5,1,5,0
177,234,0.3371266967915098,0.5454545454545454,0.7732020947756291,0.6116154390535646,19,22,0.0010182828049062718,16,16,1,4,12
178,1284,0.3240318721696576,0.3636363636363636,0.6340804738597633,0.5191160203852113,10,20,0.0,8,8,1,2,6
179,3063,0.19538607295569124,0.0,0.7428208315361169,0.5578936174482968,4,8,0.0,4,4,1,2,2
180,249,0.15893746549237733,0.0,0.7140170448888986,0.6311263846107046,4,16,0.0,4,4,1,3,1
181,2220,0.58197121932873,0.2857142857142857,0.7183856993942017,0.7017877282980414,5,8,0.0,4,4,1,3,1
182,3013,0.6853603128515025,0.6666666666666666,0.7186493523654612,0.5792946380724439,7,12,0.0,5,5,1,4,1
183,2372,0.5897475279869911,0.33333333333333337,0.763571347097324,0.693651446204302,7,12,0.0,6,6,1,4,2
184,239,0.2191289259286271,0.0,0.6729276961084946,0.5908108396782532,5,15,0.0042258932001536685,5,5,1,4,1
185,891,0.35663845470817523,0.18181818181818182,0.7422619663270577,0.6403819472849139,4,20,0.0,3,3,1,3,0
186,1215,0.42834002806388505,0.15384615384615383,0.7275802122901275,0.6023373044545937,9,16,0.0015178080757857274,6,6,1,4,2
187,777,0.6057109306586019,0.6153846153846153,0.7617361015197263,0.6971440209184203,13,16,3.592728317884602e-05,11,11,1,5,6
188,634,0.25923861431767375,0.0,0.796287042556096,0.8138795548181271,3,3,0.0,3,3,1,2,1
189,1993,0.5557173052615537,0.6,0.6770765739857799,0.6205244835503634,6,17,0.0,4,4,1,3,1
190,2942,0.24608157755937698,0.0,0.6070582701241268,0.5044895376053926,7,5,0.00016244314489928524,7,7,1,2,5
191,2711,0.3524016679703205,0.0,0.6329428702979084,0.6839694820884908,4,10,0.0,5,5,1,4,1
192,2276,0.4560860984835017,0.30769230769230765,0.7799711394796741,0.7043890638616794,8,8,0.00049838026414154,7,7,1,4,3
193,3208,0.5396726474832878,0.18181818181818182,0.7867698787171348,0.6712568975210345,12,15,0.0,9,9,1,6,3
194,2992,0.2009854949236237,0.0,0.7041147433418228,0.700236080460473,5,10,0.0,5,5,1,4,1
195,2853,0.30350095356744244,0.5714285714285715,0.7343728524249589,0.7100713337158366,5,9,0.0,3,3,1,1,2
196,1732,0.37380988015167516,0.0,0.6730809948749905,0.6516669472183909,4,9,0.0,4,4,1,1,3
197,1168,0.30905452976613923,0.0,0.7611235515185232,0.554355623389357,6,10,0.0,5,5,1,3,2
198,1863,0.23614065083497454,0.18181818181818182,0.6582486056267335,0.5835723490055611,10,16,0.0006559958016268696,8,8,1,2,6
199,3215,0.26041193693103615,0.0,0.7774911261709758,0.6066568541118234,5,12,0.0,5,5,1,3,2
200,3211,0.38162914544065424,0.0,0.7288813468055968,0.598864656362736,4,16,0.0,4,4,1,2,2
201,1086,0.25995089369138935,0.0,0.6855048288690693,0.5262721625088261,5,21,3.66985944438328e-05,5,5,1,5,0
202,1599,0.1668252993362181,0.0,0.7858325552537438,0.5624413344228781,6,14,0.0,4,4,1,2,2
203,8,0.4808943738457178,0.4444444444444445,0.7164845088064671,0.660019721515981,12,24,0.0015205473970629426,10,10,1,5,5
204,1552,0.2618479921167801,0.0,0.7183645655685191,0.5712324754231982,4,15,0.0,4,4,1,1,3
205,674,0.4075631852438306,0.3333333333333333,0.7453555428951126,0.7548522493211938,11,21,0.0,9,9,1,3,6
206,240,0.41103057518240377,0.0,0.7245419038780901,0.5958381579185217,9,10,0.0012112647622892904,9,9,1,5,4
